plantSp,animalSp,meanPIE,maxPIE,n_methods
Pyrus bourgaeana,Genetta genetta,1.129642541436672e-4,6.458992624544546e-5,1
Rubus ulmifolius,Acrocephalus scirpaceus,1.129642541436672e-4,6.458992624544546e-5,1
Rubus ulmifolius,Emberiza schoeniclus,1.129642541436672e-4,6.458992624544546e-5,1
Rubus ulmifolius,Petronia petronia,1.129642541436672e-4,6.458992624544546e-5,1
Rubus ulmifolius,Saxicola rubetra,1.129642541436672e-4,6.458992624544546e-5,1
Smilax aspera,Cervus elaphus,9.55878752775949e-5,6.458992624544546e-5,2
Phillyrea angustifolia,Ficedula hypoleuca,6.258461644152247e-5,6.387444564707349e-5,2
Rhamnus lycioides,Luscinia megarhynchos,5.331523754470643e-5,5.931368069536602e-5,2
Frangula alnus,Columba palumbus,1.0168443414255132e-4,5.81404281501684e-5,1
Lonicera periclymenum,Rattus rattus,1.0070590086169743e-4,5.7580929104048154e-5,1
Rubus ulmifolius,Mus spretus,9.777623152386819e-5,5.590582286899723e-5,1
Osyris alba,Sylvia atricapilla,6.742983880793238e-5,5.4749524840348706e-5,2
Pistacia lentiscus,Psammodromus algirus,9.386209840045257e-5,5.3667826684516225e-5,1
Juniperus phoenicea,Curruca undata,9.319788187041841e-5,5.3288045513816425e-5,1
Phillyrea angustifolia,Psammodromus algirus,8.2131560039670675e-05,4.696061993769289e-5,1
Rhamnus lycioides,Phoenicurus phoenicurus,7.97949411750862e-5,4.562460403362392e-5,1
Ficus carica,Sturnus unicolor,7.821742691625507e-5,4.472262375321189e-5,1
Frangula alnus,Cervus elaphus,7.821742691625507e-5,4.472262375321189e-5,1
Frangula alnus,Coccothraustes coccothraustes,7.821742691625507e-5,4.472262375321189e-5,1
Frangula alnus,Curruca hortensis,7.821742691625507e-5,4.472262375321189e-5,1
Frangula alnus,Hippolais polyglotta,7.821742691625507e-5,4.472262375321189e-5,1
Frangula alnus,Parus major,7.821742691625507e-5,4.472262375321189e-5,1
Frangula alnus,Sturnus unicolor,7.821742691625507e-5,4.472262375321189e-5,1
Frangula alnus,Tarentola mauritanica,7.821742691625507e-5,4.472262375321189e-5,1
Olea europaea,Sturnus vulgaris/unicolor,7.821742691625507e-5,4.472262375321189e-5,1
Pistacia lentiscus,Cervus elaphus,7.821742691625507e-5,4.472262375321189e-5,1
Pistacia lentiscus,Pyrrhula pyrrhula,6.735274224641056e-5,4.472262375321189e-5,2
Rubia peregrina,Chloris chloris,7.821742691625507e-5,4.472262375321189e-5,1
Rubia peregrina,Curruca iberiae,7.821742691625507e-5,4.472262375321189e-5,1
Rubus ulmifolius,Psammodromus algirus,7.821742691625507e-5,4.472262375321189e-5,1
Smilax aspera,Phoenicurus phoenicurus,7.821742691625507e-5,4.472262375321189e-5,1
Smilax aspera,Saxicola rubicola,7.821742691625507e-5,4.472262375321189e-5,1
Vitis vinifera,Curruca communis,7.821742691625507e-5,4.472262375321189e-5,1
Vitis vinifera,Cyanistes caeruleus,7.821742691625507e-5,4.472262375321189e-5,1
Vitis vinifera,Ficedula hypoleuca,7.821742691625507e-5,4.472262375321189e-5,1
Daphne gnidium,Cyanopica cooki,7.743460029157195e-5,4.427502451631569e-5,1
Ficus carica,Curruca melanocephala,6.801102827171228e-5,3.8886879157012205e-5,1
Osyris lanceolata,Apodemus sylvaticus,6.648688855547316e-5,3.801541700638854e-5,1
Osyris alba,Curruca melanocephala,6.383595294006896e-5,3.649968322689914e-5,1
Juniperus phoenicea,Columba palumbus,6.257275543205756e-5,3.5777420821907547e-5,1
Phillyrea angustifolia,Curruca conspicillata,5.6707486251666615e-5,3.2423817448495874e-5,1
Arbutus unedo,Carduelis carduelis,5.64821270718336e-5,3.229496312272273e-5,1
Arbutus unedo,Galerida cristata,5.64821270718336e-5,3.229496312272273e-5,1
Arbutus unedo,Turdus iliacus,5.64821270718336e-5,3.229496312272273e-5,1
Asparagus spp,Vulpes vulpes,5.64821270718336e-5,3.229496312272273e-5,1
Corema album,Cervus elaphus,4.77998681435299e-5,3.229496312272273e-5,2
Corema album,Equus caballus,5.64821270718336e-5,3.229496312272273e-5,1
Corema album,Galerida cristata,5.64821270718336e-5,3.229496312272273e-5,1
Corema album,Lanius senator,5.64821270718336e-5,3.229496312272273e-5,1
Juniperus macrocarpa,Curruca melanocephala,5.64821270718336e-5,3.229496312272273e-5,1
Juniperus macrocarpa,Curruca undata,5.64821270718336e-5,3.229496312272273e-5,1
Juniperus phoenicea,Anthus pratensis,5.64821270718336e-5,3.229496312272273e-5,1
Juniperus phoenicea,Herpestes ichneumon,5.64821270718336e-5,3.229496312272273e-5,1
Juniperus phoenicea,Lanius meridionalis,5.64821270718336e-5,3.229496312272273e-5,1
Juniperus phoenicea,Sus scrofa,5.64821270718336e-5,3.229496312272273e-5,1
Myrtus communis,Saxicola rubicola,2.83774651447631e-5,3.229496312272273e-5,2
Myrtus communis,Turdus torquatus,4.77998681435299e-5,3.229496312272273e-5,2
Olea europaea,Bos taurus,5.64821270718336e-5,3.229496312272273e-5,1
Olea europaea,Dama dama,5.64821270718336e-5,3.229496312272273e-5,1
Olea europaea,Pica pica,5.64821270718336e-5,3.229496312272273e-5,1
Olea europaea,Scolopax rusticola,5.64821270718336e-5,3.229496312272273e-5,1
Osyris lanceolata,Apodemus/Mus,5.64821270718336e-5,3.229496312272273e-5,1
Osyris lanceolata,Chloris chloris,3.9876713820979535e-5,3.229496312272273e-5,2
Pistacia lentiscus,Linaria cannabina,5.64821270718336e-5,3.229496312272273e-5,1
Pyrus bourgaeana,Curruca melanocephala,5.64821270718336e-5,3.229496312272273e-5,1
Pyrus bourgaeana,Fringilla coelebs,5.64821270718336e-5,3.229496312272273e-5,1
Rubia peregrina,Cervus elaphus,5.64821270718336e-5,3.229496312272273e-5,1
Rubia peregrina,Sus scrofa,5.64821270718336e-5,3.229496312272273e-5,1
Rubus ulmifolius,Chloris chloris,4.77998681435299e-5,3.229496312272273e-5,2
Rubus ulmifolius,Iduna opaca,5.64821270718336e-5,3.229496312272273e-5,1
Rubus ulmifolius,Iduna pallida,5.64821270718336e-5,3.229496312272273e-5,1
Rubus ulmifolius,Lanius meridionalis,5.64821270718336e-5,3.229496312272273e-5,1
Ruscus aculeatus,Sylvia atricapilla,5.64821270718336e-5,3.229496312272273e-5,1
Smilax aspera,Bos taurus,5.64821270718336e-5,3.229496312272273e-5,1
Smilax aspera,Cyanistes caeruleus,5.64821270718336e-5,3.229496312272273e-5,1
Smilax aspera,Hippolais polyglotta,5.64821270718336e-5,3.229496312272273e-5,1
Frangula alnus,Curruca undata,5.408620315992465e-5,3.092503818555557e-5,1
Lonicera periclymenum,Curruca iberiae,5.3421986629890494e-5,3.054525701485577e-5,1
Osyris lanceolata,Cyanopica cooki,5.1625043695958786e-5,2.95178133119804e-5,1
Asparagus acutifolius,Sylvia borin,4.788289520978418e-5,2.7378153323484176e-5,1
Myrtus communis,Curruca undata,4.788289520978418e-5,2.7378153323484176e-5,1
Phillyrea angustifolia,Cervus elaphus,4.595548117173861e-5,2.6276109747792777e-5,1
Osyris lanceolata,Psammodromus algirus,4.301988132917691e-5,2.4597612609432026e-5,1
Ficus carica,Luscinia megarhynchos,4.0558721865211046e-5,2.319038773585686e-5,1
Lonicera periclymenum,Mus spretus,4.008428148661521e-5,2.291911547107128e-5,1
Asparagus spp,Turdus philomelos,3.9111678710493764e-5,2.2363007328260854e-5,1
Corema album,Sylvia atricapilla,3.9111678710493764e-5,2.2363007328260854e-5,1
Daphne gnidium,Turdus philomelos,3.9111678710493764e-5,2.2363007328260854e-5,1
Ficus carica,Columba palumbus,3.9111678710493764e-5,2.2363007328260854e-5,1
Ficus carica,Sturnus vulgaris/unicolor,3.9111678710493764e-5,2.2363007328260854e-5,1
Frangula alnus,Apodemus sylvaticus,3.9111678710493764e-5,2.2363007328260854e-5,1
Frangula alnus,Curruca conspicillata,3.9111678710493764e-5,2.2363007328260854e-5,1
Frangula alnus,Passer domesticus,3.9111678710493764e-5,2.2363007328260854e-5,1
Frangula alnus,Streptopelia decaocto,3.9111678710493764e-5,2.2363007328260854e-5,1
Frangula alnus,Turdus viscivorus,3.9111678710493764e-5,2.2363007328260854e-5,1
Juniperus phoenicea,Apodemus sylvaticus,3.9111678710493764e-5,2.2363007328260854e-5,1
Juniperus phoenicea,Luscinia megarhynchos,3.9111678710493764e-5,2.2363007328260854e-5,1
Juniperus phoenicea,Mus spretus,3.9111678710493764e-5,2.2363007328260854e-5,1
Juniperus phoenicea,Passer domesticus,3.9111678710493764e-5,2.2363007328260854e-5,1
Lonicera periclymenum,Fringilla coelebs,3.9111678710493764e-5,2.2363007328260854e-5,1
Osyris lanceolata,Curruca iberiae,3.9111678710493764e-5,2.2363007328260854e-5,1
Osyris lanceolata,Sturnus vulgaris,3.9111678710493764e-5,2.2363007328260854e-5,1
Phillyrea angustifolia,Luscinia megarhynchos,3.9111678710493764e-5,2.2363007328260854e-5,1
Pistacia lentiscus,Dama dama,3.9111678710493764e-5,2.2363007328260854e-5,1
Pistacia lentiscus,Rattus rattus,3.9111678710493764e-5,2.2363007328260854e-5,1
Rhamnus lycioides,Columba palumbus,3.9111678710493764e-5,2.2363007328260854e-5,1
Rhamnus lycioides,Saxicola rubicola,3.9111678710493764e-5,2.2363007328260854e-5,1
Rubia peregrina,Turdus philomelos,3.9111678710493764e-5,2.2363007328260854e-5,1
Rubus ulmifolius,Columba palumbus,3.9111678710493764e-5,2.2363007328260854e-5,1
Smilax aspera,Sturnus vulgaris/unicolor,3.9111678710493764e-5,2.2363007328260854e-5,1
Vitis vinifera,Curruca hortensis,3.9111678710493764e-5,2.2363007328260854e-5,1
Vitis vinifera,Fringilla coelebs,3.9111678710493764e-5,2.2363007328260854e-5,1
Vitis vinifera,Mus spretus,3.9111678710493764e-5,2.2363007328260854e-5,1
Lonicera periclymenum,Turdus philomelos,3.8678751865025064e-5,2.2115471386644017e-5,1
Lonicera periclymenum,Turdus torquatus,3.7623122022649345e-5,2.1511890597496112e-5,1
Osyris lanceolata,Curruca communis,3.7623122022649345e-5,2.1511890597496112e-5,1
Phillyrea angustifolia,Mus spretus,3.519754558707816e-5,2.012501114377986e-5,1
Lonicera periclymenum,Ficedula hypoleuca,3.191797647003448e-5,1.824984161344957e-5,1
Rubus ulmifolius,Muscicapa striata,1.8835283030254464e-5,1.824984161344957e-5,2
Olea europaea,Curruca hortensis,2.5809556595613166e-5,1.4757211204335289e-5,1
Crataegus monogyna,Erithacus rubecula,2.577397356721848e-5,1.4736865784476371e-5,1
Dioscorea communis,Curruca melanocephala,2.3935517100159638e-5,1.3685685758432268e-5,1
Olea europaea,Phylloscopus collybita,2.3935517100159638e-5,1.3685685758432268e-5,1
Phillyrea angustifolia,Muscicapa striata,2.299849735243287e-5,1.3149923035480755e-5,1
Asparagus spp,Curruca conspicillata,1.7601738045905305e-5,1.006420102354484e-5,1
Frangula alnus,Cyanistes caeruleus,1.599457126341193e-5,9.145266226583704e-6,1
Phillyrea angustifolia,Phylloscopus collybita,1.595898823501724e-5,9.124920806724785e-6,1
Rubus ulmifolius,Phylloscopus trochilus,8.178166026045626e-6,9.124920806724785e-6,2
Smilax aspera,Ficedula hypoleuca,1.595898823501724e-5,9.124920806724785e-6,1
Osyris lanceolata,Columba palumbus,1.5644671484197504e-5,8.945202931304342e-6,1
Phillyrea angustifolia,Columba palumbus,1.5644671484197504e-5,8.945202931304342e-6,1
Rhamnus lycioides,Curruca undata,1.498045495416334e-5,8.565421760604536e-6,1
Lonicera periclymenum,Luscinia megarhynchos,1.0129302083020976e-5,5.79166285317203e-6,1
Asparagus acutifolius,Turdus merula,7.976528865142397e-6,4.560764951707483e-6,1
Daphne gnidium,Phoenicurus phoenicurus,7.976528865142397e-6,4.560764951707483e-6,1
Daphne gnidium,Phylloscopus trochilus,7.976528865142397e-6,4.560764951707483e-6,1
Myrtus communis,Curruca iberiae,7.976528865142397e-6,4.560764951707483e-6,1
Pistacia lentiscus,Regulus ignicapilla,7.976528865142397e-6,4.560764951707483e-6,1
Smilax aspera,Curruca hortensis,7.976528865142397e-6,4.560764951707483e-6,1
Lonicera periclymenum,Cervus elaphus,6.843802461244852e-6,3.913102419531922e-6,1
Ficus carica,Fringilla coelebs,6.17958593121069e-6,3.533321248832117e-6,1
Phillyrea angustifolia,Fringilla coelebs,6.17958593121069e-6,3.533321248832117e-6,1
Frangula alnus,Psammodromus algirus,3.908202618683152e-6,2.2346052811711754e-6,1
Lonicera periclymenum,Saxicola rubetra,1.9570665617078002e-6,1.1189980922404977e-6,1
Rubus ulmifolius,Passer hispaniolensis,1.9570665617078002e-6,1.1189980922404977e-6,1
Pistacia lentiscus,Hippolais polyglotta,1.8799700001859775e-6,1.0749163492128418e-6,1
Lonicera periclymenum,Saxicola rubicola,1.0971433755028576e-6,6.273171123166427e-7,1
Asparagus spp,Mus spretus,9.785332808539001e-7,5.594990461202489e-7,1
Myrtus communis,Mus spretus,9.785332808539001e-7,5.594990461202489e-7,1
Rubus ulmifolius,Arvicola sapidus,4.685098738633824e-7,2.678813614757555e-7,1
Osyris lanceolata,Phylloscopus collybita,3.1431675081973756e-7,1.7971787542044356e-7,1
Pistacia lentiscus,Acrocephalus scirpaceus,3.1431675081973756e-7,1.7971787542044356e-7,1
Frangula alnus,Acrocephalus scirpaceus,7.709656152182242e-8,4.408174302765597e-8,1
Rubus ulmifolius,Locustella naevia,4.1513533127135156e-8,2.373632316873783e-8,1
